test_id,source_group,kind,default_stage,applicability_decision,reason,status,evidence_path
BC-047,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-048,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-049,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-050,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-051,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-052,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-053,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-054,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-055,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-056,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-057,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-058,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-059,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-060,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-061,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-062,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-063,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-064,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-065,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-066,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-067,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-068,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-069,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-070,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-071,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-072,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-073,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-074,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-075,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-076,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-077,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-078,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-079,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-080,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-081,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-082,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-083,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-084,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-085,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-086,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-087,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-088,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-089,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-090,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-091,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-092,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-093,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-094,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-095,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-096,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-097,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-098,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-099,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-100,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-101,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-102,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-103,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-104,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-105,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-106,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-107,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-108,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-109,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-110,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-111,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-112,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-113,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-114,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-115,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-116,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-117,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-118,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-119,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-120,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-121,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-122,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-123,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-124,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-125,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-126,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-127,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-128,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-129,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-130,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-131,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-132,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-133,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-134,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-135,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-136,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-137,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-138,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-139,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-140,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-141,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-142,Blockchain,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-143,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-144,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-145,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-146,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-147,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-148,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-149,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-150,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-151,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-152,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-153,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-154,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-155,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-156,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-157,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-158,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-159,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-160,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-161,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-162,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-163,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-164,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-165,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-166,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-167,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-168,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-169,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-170,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-171,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-172,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-173,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
